From,Subject,Snippet,Labels,Has Attachments,Message Length
Anne de Aroma-Zone <info@k.aroma-zone.com>,15% de remise : Une soirée supplémentaire,LA meilleure promo du mois c&#39;est MAINTENANT ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,"['CATEGORY_PROMOTIONS', 'INBOX']",True,104390
"""Stéphanie de BelleauNaturel.fr"" <contact@belleaunaturel.fr>","Mélanie, Black Friday 😍 Belle au Naturel 🎁",Profitez de -15% de remise supplémentaire pour vos cadeaux de Noël jusqu&#39;au 05 décembre͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌,"['CATEGORY_PROMOTIONS', 'INBOX']",True,55518
"""L'équipe DataScientest"" <contact@datascientest.com>",Documentation Data Scientist - DataScientest,"logo-2021 (6) Bonjour Mélanie, Découvrez comment la formation Data Scientist, certifiée par l&#39;Ecole des MINES Paris, peut améliorer votre carrière. Les informations essentielles se trouvent ci-","['CATEGORY_UPDATES', 'INBOX']",True,54704
Pole emploi <service-candidat@pole-emploi.fr>,La Newsletter du Numérique,​Cliquez ici pour ouvrir la Newsletter,"['CATEGORY_UPDATES', 'INBOX']",False,0
Pole emploi <pole-emploi@noreply-pole-emploi.fr>,Journée nationale de la reconversion avec l'Espace Emploi Formation de Labège,Pôle emploi - Accédez à tous vos services candidat. Envie de vous reconvertir ? Besoin de changement dans votre vie professionnelle ? L&#39;Espace Emploi Formation de Labège vous accueillent pour vous,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,13004
"""Enquête Pôle emploi"" <enquete.poleemploi@enquete-ipsos-poleemploi.com>",Suite à votre dernier échange par mail avec votre conseiller Pôle emploi,"Suite à votre dernier échange par mail avec votre conseiller Pôle emploi Bonjour, L&#39;enquête concernant vos échanges avec Pôle emploi se termine très prochainement. Il vous reste donc quelques jours","['CATEGORY_UPDATES', 'INBOX']",True,28850
Pole emploi <Service-candidat@pole-emploi.fr>,"Vous avez reçu un courrier "" Synthèse échange "" dans votre espace pole-emploi.fr",Vos services en ligne Accueil pole-emploi.fr Acceder a votre espace personnel Les conseils de Pole emploi Votre recherche d&#39;emploi Emploi en region Vos droits et demarches Foire aux questions,"['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,8877
"""Enquête Pôle emploi"" <enquete.poleemploi@enquete-ipsos-poleemploi.com>",Suite à votre dernier échange par mail avec votre conseiller Pôle emploi,"Suite à votre dernier échange par mail avec votre conseiller Pôle emploi Bonjour, Vous êtes actuellement inscrit(e) à Pôle emploi. Votre avis concernant vos échanges avec Pôle emploi est important pour","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,29066
"""Pôle emploi"" <pole-emploi@noreply-pole-emploi.fr>",Pôle emploi - Conversation n°  2023103112280038554,"Logo Marianne Logo Pôle Emploi Madame PICOT, Suite à notre échange et comme convenu, je vous partage les ressources concernant l&#39;orientation vers les métiers du numérique. Vous êtes intéressé(e)","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,11254
OpenClassrooms <hello@notify.openclassrooms.com>,Vous souhaitez devenir Développeur Full-Stack - Java et Angular ?,"Votre avenir commence ici Voir dans votre navigateur Bonjour Mélanie, Vous vous intéressez au métier de Développeur Full-Stack - Java et Angular ? Vous envisagez de l&#39;apprendre en ligne, avec l","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",True,37565
pole-emploi@noreply-pole-emploi.fr,4679193E_POLE EMPLOI : Rappel de votre RDV,"Pôle emploi - Accédez à tous vos services candidat. Bonjour, Pôle emploi vous rappelle votre rendez-vous du 31 octobre 2023 à 11h00 en visio-conférence avec votre conseiller, Mme DEHAR Louisa, au sujet","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,13969
pole-emploi@noreply-pole-emploi.fr,4679193E_POLE EMPLOI : Confirmation de votre RDV,"Pôle emploi - Accédez à tous vos services candidat. Bonjour, Pôle emploi vous confirme votre rendez-vous du 31 octobre 2023 à 11h00 en visio-conférence avec votre conseiller, Mme DEHAR Louisa, au sujet","['IMPORTANT', 'CATEGORY_UPDATES', 'INBOX']",False,14640
chrono-poste-express <lrhzSOQr@cohivltyz.us>,"melanie.picot01, Vous avez (1) colis en attente de livraison.","Dépêchez-vous, temps limité Répondez au court sondage et recevez votre cadeau. Vous ne voyez pas ce message ? Vois ici Pour ne plus recevoir ces e-mails, cliquez ici. Se désabonner Consommateurs privés","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,30595
"""FB™"" <sor4yasoraya@yandex.ru>",📬 FB: quelqu'un a essayé de se connecter à votre compte ID: -#4654470,"Hi , Anamul tried to log in to your account! Facebook Bonjour , Un utilisateur vient de se connecter à votre compte Facebook depuis un nouvel appareil iphone 11 pro. Nous vous envoyons cet e-mail pour","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,25025
chrono-poste-express <PTqhhPZr@rcxmjtwdz.us>,"melanie.picot01, Vous avez (1) colis en attente de livraison.","Dépêchez-vous, temps limité Répondez au court sondage et recevez votre cadeau. Vous ne voyez pas ce message ? Vois ici Pour ne plus recevoir ces e-mails, cliquez ici. Se désabonner Consommateurs privés","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,30595
"""U P S®"" <Noreply-chtxZUCN@chtxzucnchtxzucn.fr>","Re: UPS delivery:  melanie.picot01 votre colis en attente de livraison , confirmer maintenant .",UPS SERVICE D&#39;EXPEDITION ET DE LOGISTIQUE INTERNATIONALE|UPS FRANCE Vous avez (1) colis en attente de livraison. Utilisez votre code pour le suivre et le recevoir Cher Client Planifiez votre,"['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,12472
"""81OnLine_ Pres-criptionS.."" <mai.so.n.07.11.2.002+6jXLsj5zJLgf4OnCnXW91iC2y@gmail.com>",Re: Your_Medication_DeliveredForFr e e By_Pharmacy2U es,,"['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",True,70350
chrono-poste-express <vsqGzxOY@coineehma.us>,"melanie.picot01, Vous avez (1) message de notre part","𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? N° DE SUIVI 58412233520000 SUIVI Nous n&#39;avons pas pu livrer votre colis car personne n&#39;était présent pour signer la","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,27911
chrono-poste-express <qHNUDTOL@bhspblrqj.us>,"melanie.picot01, Vous avez (1) message de notre part","𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? N° DE SUIVI 58412233520000 SUIVI Nous n&#39;avons pas pu livrer votre colis car personne n&#39;était présent pour signer la","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,26103
"""ups.france®"" <Noreply-w6zWsvGB@w6zwsvgbw6zwsvgb.fr>","Re:  dernier chance melanie.picot01 Votre Livraison en attente de confirmation , voici Votre code de suivi : 29194773",UPS SERVICE D&#39;EXPEDITION ET DE LOGISTIQUE INTERNATIONALE|UPS FRANCE Vous avez (1) colis en attente de livraison. Utilisez votre code pour le suivre et le recevoir Cher Client Planifiez votre,"['CATEGORY_PERSONAL', 'SPAM']",False,12472
"""UPS®"" <Noreply-r8nl3xEi@r8nl3xeir8nl3xei.fr>",Re: Dernier avis melanie.picot01 Votre commande sera annulée dans les 24 heures.,UPS SERVICE D&#39;EXPEDITION ET DE LOGISTIQUE INTERNATIONALE|UPS FRANCE Vous avez (1) colis en attente de livraison. Utilisez votre code pour le suivre et le recevoir Cher Client Planifiez votre,"['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,12472
"""𝗙𝗘𝗗𝗘𝗫-𝗘𝘅𝗽𝗿𝗲𝘀𝘀𝗗𝗲𝗹𝗶𝘃𝗲𝗿𝘆"" <DeliveryBuBKQuAt@fedexbubkquat.com>",🔔melanie.picot01 ! !𝗩𝗲𝘂𝗶𝗹𝗹𝗲𝘇 𝗽𝗿𝗼𝗴𝗿𝗮𝗺𝗺𝗲𝗿 𝘂𝗻𝗲 𝗱𝗮𝘁𝗲 𝗱𝗲 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗽𝗼𝘂𝗿 𝘁𝗼𝗻 𝗰𝗼𝗹𝗶𝘀 !! 📦,-Ce message a été envoyé par un expéditeur de confiance. FedEx © 🔔Vous avez (1) message de notre part melanie.picot01 🔔 🚚 Veuillez cliquer ci-dessous pour l&#39;ouvrir.📦 Fed Ex ® Commande 29191939FR,"['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,33514
chrono-poste-express <wgKXNqMI@vzhtzfjqu.us>,"melanie.picot01, Vous avez (1) message de notre part","𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? N° DE SUIVI 58412233520000 SUIVI Nous n&#39;avons pas pu livrer votre colis car personne n&#39;était présent pour signer la","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,27911
noreply <info_yknuapgf@normanedwards.onmicrosoft.com>,,************** ********** //+++++solar+++++//0 **************,"['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",True,1725
"""UPS®"" <Noreply-EMZxUnlH@emzxunlhemzxunlh.fr>","Re: melanie.picot01 Livraison en attente de confirmation , voici Votre code de suivi : 29194773",UPS SERVICE D&#39;EXPEDITION ET DE LOGISTIQUE INTERNATIONALE|UPS FRANCE Vous avez (1) colis en attente de livraison. Utilisez votre code pour le suivre et le recevoir Cher Client Planifiez votre,"['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,12472
"""'no-reply'"" <info_xhsywvtohm@eduardopearson131.onmicrosoft.com>",,************** ********** --------//solar//----------3 **************,"['UNREAD', 'CATEGORY_FORUMS', 'SPAM']",True,1740
chrono-poste-express <NQVfodyE@jjroinyzq.us>,"melanie.picot01, Vous avez (1) message de notre part","𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? N° DE SUIVI 58412233520000 SUIVI Nous n&#39;avons pas pu livrer votre colis car personne n&#39;était présent pour signer la","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,27911
"""'FedEx'"" <ldkmKGLD@nyeni.fr>",melanie.picot01: numéro de suivi 2919****,"-Ce message a été envoyé par un expéditeur de confiance. FedEx © Fed Ex ® Commande 29198089FR Votre colis est en attente Vous avez (1) colis qui vous attend dans notre entrepôt, prêt à être livré.","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,33490
"""'Paquet en attente (1)'"" <wZIdEWtR@zmizi.fr>",Votre colis n'a pas pu être livré 🚚. Veuillez le vérifier.,"𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? logo 𝗡° 𝗗𝗘 𝗦𝗨𝗜𝗩𝗜 58412233520000 𝗦𝘂𝗶𝘃𝗶 𝙉𝙤𝙪𝙨 𝙣&#39;𝙖𝙫𝙤𝙣𝙨 𝙥𝙖𝙨 𝙥𝙪 𝙡𝙞𝙫𝙧𝙚𝙧 𝙫𝙤𝙩𝙧𝙚 𝙘𝙤𝙡𝙞𝙨 𝙘𝙖𝙧 𝙞𝙡 𝙣&#39;𝙮 𝙖𝙫𝙖𝙞𝙩 𝙥𝙚𝙧𝙨𝙤𝙣𝙣𝙚 𝙥𝙤𝙪𝙧 𝙨𝙞𝙜𝙣𝙚𝙧 𝙡𝙚","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,28050
chrono-poste-express <YZdZgyAZ@cymxzuhgu.us>,"melanie.picot01, Vous avez (1) message de notre part","𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? N° DE SUIVI 58412233520000 SUIVI Nous n&#39;avons pas pu livrer votre colis car personne n&#39;était présent pour signer la","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,27911
Team Anima <no-reply@animaapp.com>,How is Anima going for you so far?,"Mélanie Picot, from feature wish-list to UX feedback, we would love to hear your thoughts! Hello Mélanie Picot, Your insights shape our journey. From feature wish-list to UX feedback, we would love to","['UNREAD', 'CATEGORY_UPDATES', 'SPAM']",False,39911
"""ups.france®"" <Noreply-E5Hb9IrV@e5hb9irve5hb9irv.fr>","Re: melanie.picot01 Livraison en attente de confirmation , voici Votre code de suivi : 29194773",UPS SERVICE D&#39;EXPEDITION ET DE LOGISTIQUE INTERNATIONALE|UPS FRANCE Vous avez (1) colis en attente de livraison. Utilisez votre code pour le suivre et le recevoir Cher Client Planifiez votre,"['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,12466
"""Emma de Gsm55.com"" <emma@newsletter.gsm55.com>",Jusqu'à -70% de réduction et 1 cadeau OFFERT🤩,"1 commande = 1 Housses étanche OFFERTE * Version Web Gsm55, e-commerce français d&#39;accessoires mobile Livraison 24/48h colissimo GRATUITE 30 jours pour être satisfait ou remboursé Protections","['CATEGORY_PROMOTIONS', 'UNREAD', 'SPAM']",True,75480
Livraison-en-cours <pGsFVtLA@jqcymhjgp.us>,"melanie.picot01, Vous avez (1) colis en attente de livraison.","Dépêchez-vous, temps limité Répondez au court sondage et recevez votre cadeau. Vous ne voyez pas ce message ? Vois ici Pour ne plus recevoir ces e-mails, cliquez ici. Se désabonner Consommateurs privés","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,30595
"""'Suivre-votre-colis'"" <TiQiFgxT@xpufi.fr>",GLS : Votre colis n'a pas pu être livré 🚚. Veuillez le vérifier.,"LIVRAISON DU COLIS SUSPENDU Cher [destinataire], Nous souhaitons vous informer qu&#39;il ya actuellement un colis en attente de livraison à votre adresse. Utilisez le code de suivi ci-dessous pour","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,47491
"""Paquet-en-attente (1)"" <tHWmPDHP@dxghrprar.us>","melanie.picot01, Vous avez (1) colis en attente de livraison.","𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? N° DE SUIVI 58412233520000 SUIVI Nous n&#39;avons pas pu livrer votre colis car personne n&#39;était présent pour signer la","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,27911
Team Anima <no-reply@animaapp.com>,What can you expect from Anima's generated code,"Anima users report they manage to complete a month of work in a week. Sounds too good to be true? We get it. Let&#39;s see how Hello Mélanie Picot, Anima users report they manage to save up to 50% of","['UNREAD', 'CATEGORY_UPDATES', 'SPAM']",False,64024
Livraison-en-cours <HtePeNTe@gtnjiardz.us>,"melanie.picot01, Vous avez reçu (1) colis en attente de livraison. Utilisez votre code pour le suivre et le recevoir","Dépêchez-vous, temps limité Répondez au court sondage et recevez votre cadeau. Vous ne voyez pas ce message ? Vois ici Pour ne plus recevoir ces e-mails, cliquez ici. Se désabonner Consommateurs privés","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,30595
"""ups.france®"" <Noreply-522jf9zd@522jf9zd522jf9zd.fr>",Re: melanie.picot01 suivre votre colis.,UPS SERVICE D&#39;EXPEDITION ET DE LOGISTIQUE INTERNATIONALE|UPS FRANCE Vous avez (1) colis en attente de livraison. Utilisez votre code pour le suivre et le recevoir Cher Client melanie.picot01 Nous n,"['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,12543
"""'GLS-France'"" <wTqotBAK@cksyh.fr>",melanie.picot01: 📦 Commande en attente (1). Votre colis a été envoyé🚚. Veuillez le vérifier.,"𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? logo 𝗡° 𝗗𝗘 𝗦𝗨𝗜𝗩𝗜 58412233520000 𝗦𝘂𝗶𝘃𝗶 𝙉𝙤𝙪𝙨 𝙣&#39;𝙖𝙫𝙤𝙣𝙨 𝙥𝙖𝙨 𝙥𝙪 𝙡𝙞𝙫𝙧𝙚𝙧 𝙫𝙤𝙩𝙧𝙚 𝙘𝙤𝙡𝙞𝙨 𝙘𝙖𝙧 𝙞𝙡 𝙣&#39;𝙮 𝙖𝙫𝙖𝙞𝙩 𝙥𝙚𝙧𝙨𝙤𝙣𝙣𝙚 𝙥𝙤𝙪𝙧 𝙨𝙞𝙜𝙣𝙚𝙧 𝙡𝙚","['UNREAD', 'CATEGORY_UPDATES', 'SPAM']",False,6413
chrono-poste-express <dAhNPFIp@onqhkqhnj.us>,"melanie.picot01, Vous avez (1) message de notre part","𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? N° DE SUIVI 58412233520000 SUIVI Nous n&#39;avons pas pu livrer votre colis car personne n&#39;était présent pour signer la","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,27911
"""'GLS-France'"" <uMLdooGT@rumzg.fr>",melanie.picot01: 📦 Commande en attente (1). Votre colis a été envoyé🚚. Veuillez le vérifier.,"𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? logo 𝗡° 𝗗𝗘 𝗦𝗨𝗜𝗩𝗜 58412233520000 𝗦𝘂𝗶𝘃𝗶 𝙉𝙤𝙪𝙨 𝙣&#39;𝙖𝙫𝙤𝙣𝙨 𝙥𝙖𝙨 𝙥𝙪 𝙡𝙞𝙫𝙧𝙚𝙧 𝙫𝙤𝙩𝙧𝙚 𝙘𝙤𝙡𝙞𝙨 𝙘𝙖𝙧 𝙞𝙡 𝙣&#39;𝙮 𝙖𝙫𝙖𝙞𝙩 𝙥𝙚𝙧𝙨𝙤𝙣𝙣𝙚 𝙥𝙤𝙪𝙧 𝙨𝙞𝙜𝙣𝙚𝙧 𝙡𝙚","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,28050
"""ᴛᴇɴᴛᴀᴛɪᴠᴇ ᴅᴇ ʟɪᴠʀᴀɪsᴏɴ"" <iiEdXqjW@iiedxqjw.us>",ᴍɪsᴇ ᴀ̀ ᴊᴏᴜʀ ᴅᴇ ʟᴀ ʟɪᴠʀᴀɪsᴏɴ : ᴠᴏᴛʀᴇ ʟɪᴠʀᴀɪsᴏɴ ᴇsᴛ ᴇɴ ᴀᴛᴛᴇɴᴛᴇ !,"GLS. Bonjour melanie.picot01, Vous avez (1) colis en attente de livraison. Numéro de suivi: #29194772 Planifiez votre livraison dès maintenant* : Planifier la livraison *Si nous ne recevons pas de","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",True,25732
chrono-poste-express <MfKqNMmy@gdnoclslu.us>,"melanie.picot01, Vous avez (1) message de notre part","𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? N° DE SUIVI 58412233520000 SUIVI Nous n&#39;avons pas pu livrer votre colis car personne n&#39;était présent pour signer la","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,26103
"""Emma de Gsm55.com"" <emma@newsletter.gsm55.com>",🌞 Soldes sur notre TOP de l'été,"Coques cordons, étuis waterproof, powerbank, accessoires voiture... tout est chez Gsm55 Version Web Gsm55, e-commerce français d&#39;accessoires mobile Désabonnement Gsm55 Gsm55 Soldes d&#39;été 2024","['CATEGORY_PROMOTIONS', 'UNREAD', 'SPAM']",True,97254
chrono-poste-express <aaQrLJij@orgvihhcl.us>,"melanie.picot01, Vous avez (1) message de notre part","𝗡𝗼𝘁𝗶𝗳𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗱𝗲 𝘀𝘂𝗶𝘃𝗶 𝗱𝗲 𝗹𝗮 𝗹𝗶𝘃𝗿𝗮𝗶𝘀𝗼𝗻 𝗱𝗲 𝘃𝗼𝘁𝗿𝗲 𝗰𝗼𝗹𝗶𝘀, ID#34632900-371? N° DE SUIVI 58412233520000 SUIVI Nous n&#39;avons pas pu livrer votre colis car personne n&#39;était présent pour signer la","['UNREAD', 'CATEGORY_PERSONAL', 'SPAM']",False,27911
